node,attack_score
11909,0.03964136172331059
55516,0.039588004507195976
17761,0.039515622786036986
791,0.039471725292317544
8434,0.03936984210001363
2133,0.03931442102382135
56851,0.039284964776640556
3709,0.0392748731094093
1304,0.039267729934998025
11734,0.03925664977047734
23259,0.039245716534727214
1707,0.03923854216127942
10154,0.03916330000840012
12060,0.0391373575682583
1948,0.039122345208003284
729,0.03911300689768185
11870,0.039077469101488294
323,0.03902610360835102
9082,0.0390125477785251
46309,0.038972299070622905
3862,0.03896334221678352
4337,0.038929358335851115
3856,0.0389113222099512
1757,0.03889801350134814
24529,0.03888935021384332
7846,0.038816875690681416
24497,0.03881022640210191
988,0.03868174173720359
4191,0.03865550131149004
1954,0.03861882438523407
56110,0.03861678493074042
1893,0.03860742872178374
607,0.03859107508419028
3864,0.038538823573683
24523,0.03851185835514487
17020,0.03840798702907805
10750,0.03837713201244552
18043,0.038355487968803705
31248,0.038344712784417784
49035,0.03831935326399429
21400,0.03830511845592248
2643,0.03822594089929715
1960,0.03822183954303979
23467,0.03821389450623349
1121,0.038189005276708134
1075,0.038181087020540336
1394,0.03815723209930176
51159,0.03814065238085214
6340,0.038113787914925895
2484,0.038052533959905974
13893,0.038009092916886644
8830,0.03797356542569122
92155,0.03796507896113286
2184,0.03794253091159082
1688,0.03790806684308949
56129,0.037904015701450446
12152,0.037881679121144055
27367,0.03786183227447098
1396,0.03785420822375339
12131,0.03784808489390694
4485,0.03782377818570773
6266,0.03782001084090127
12698,0.03778343527672075
15437,0.03775268903246365
368,0.03771652446600963
1863,0.03765159272094714
28524,0.037623202530658026
1802,0.03762083465816277
1333,0.03761341175511114
7658,0.03760638850692755
9785,0.03757992400051406
24517,0.03751916833855347
1151,0.037471627416100425
2879,0.037468985696959126
14767,0.037440823841279086
23251,0.03743888281199525
23515,0.037436168502109596
5556,0.037431282624698456
9793,0.037416727083234125
4563,0.03736379830707308
4910,0.03731943446645574
9019,0.03725775017163986
949,0.03724108151675601
8169,0.037172814837284116
56161,0.0371435305222889
11738,0.0371199755217108
16624,0.03702609021551744
12128,0.037009498212892275
1361,0.03697332492304269
11205,0.0369631558062076
9286,0.03692895887493866
11866,0.03690563792719497
44764,0.03687850032619752
